"Group.1","Group.2","Relationship_type","Count","co_hacks"
"J. Naliboff","J. Dannberg","hack_2017",1,3
"J. Naliboff","L. Hwang","hack_2017",1,3
"J. Naliboff","M. Weller","hack_2017",1,1
"J. Naliboff","M. Fraters","hack_2017",1,3
"J. Naliboff","P. Bremner","hack_2017",1,2
"J. Naliboff","R. Gassmöller","hack_2017",1,3
"J. Naliboff","R. Grove","hack_2017",1,1
"J. Naliboff","S. Liu","hack_2017",1,2
"J. Naliboff","T. Heister","hack_2017",1,3
"J. Naliboff","W. Bangerth","hack_2017",1,3
"J. Naliboff","Y. He","hack_2017",1,2
"J. Schools","J. Dannberg","hack_2017",1,2
"J. Schools","L. Hwang","hack_2017",1,2
"J. Schools","M. Weller","hack_2017",1,1
"J. Schools","M. Fraters","hack_2017",1,2
"J. Schools","P. Bremner","hack_2017",1,2
"J. Schools","R. Gassmöller","hack_2017",1,2
"J. Schools","R. Grove","hack_2017",1,1
"J. Schools","S. Liu","hack_2017",1,1
"J. Schools","T. Heister","hack_2017",1,2
"J. Schools","W. Bangerth","hack_2017",1,2
"J. Schools","Y. He","hack_2017",1,1
"J. Dannberg","L. Hwang","hack_2017",1,4
"J. Dannberg","M. Weller","hack_2017",1,1
"J. Dannberg","M. Fraters","hack_2017",1,5
"J. Dannberg","P. Bremner","hack_2017",1,2
"J. Dannberg","R. Gassmöller","hack_2017",1,5
"J. Dannberg","R. Grove","hack_2017",1,3
"J. Dannberg","S. Liu","hack_2017",1,3
"J. Dannberg","T. Heister","hack_2017",1,5
"J. Dannberg","W. Bangerth","hack_2017",1,5
"J. Dannberg","Y. He","hack_2017",1,3
"L. Hwang","M. Weller","hack_2017",1,1
"L. Hwang","M. Fraters","hack_2017",1,4
"L. Hwang","P. Bremner","hack_2017",1,2
"L. Hwang","R. Gassmöller","hack_2017",1,4
"L. Hwang","R. Grove","hack_2017",1,2
"L. Hwang","S. Liu","hack_2017",1,3
"L. Hwang","T. Heister","hack_2017",1,4
"L. Hwang","W. Bangerth","hack_2017",1,4
"L. Hwang","Y. He","hack_2017",1,3
"M. Weller","M. Fraters","hack_2017",1,1
"M. Weller","P. Bremner","hack_2017",1,1
"M. Weller","R. Gassmöller","hack_2017",1,1
"M. Weller","R. Grove","hack_2017",1,1
"M. Weller","S. Liu","hack_2017",1,1
"M. Weller","T. Heister","hack_2017",1,1
"M. Weller","W. Bangerth","hack_2017",1,1
"M. Weller","Y. He","hack_2017",1,1
"M. Fraters","P. Bremner","hack_2017",1,2
"M. Fraters","R. Gassmöller","hack_2017",1,5
"M. Fraters","R. Grove","hack_2017",1,3
"M. Fraters","S. Liu","hack_2017",1,3
"M. Fraters","T. Heister","hack_2017",1,5
"M. Fraters","W. Bangerth","hack_2017",1,5
"M. Fraters","Y. He","hack_2017",1,3
"P. Bremner","R. Gassmöller","hack_2017",1,2
"P. Bremner","R. Grove","hack_2017",1,1
"P. Bremner","S. Liu","hack_2017",1,1
"P. Bremner","T. Heister","hack_2017",1,2
"P. Bremner","W. Bangerth","hack_2017",1,2
"P. Bremner","Y. He","hack_2017",1,1
"R. Gassmöller","R. Grove","hack_2017",1,3
"R. Gassmöller","S. Liu","hack_2017",1,3
"R. Gassmöller","T. Heister","hack_2017",1,5
"R. Gassmöller","W. Bangerth","hack_2017",1,5
"R. Gassmöller","Y. He","hack_2017",1,3
"R. Grove","S. Liu","hack_2017",1,2
"R. Grove","T. Heister","hack_2017",1,3
"R. Grove","W. Bangerth","hack_2017",1,3
"R. Grove","Y. He","hack_2017",1,2
"S. Liu","T. Heister","hack_2017",1,3
"S. Liu","W. Bangerth","hack_2017",1,3
"S. Liu","Y. He","hack_2017",1,3
"T. Heister","W. Bangerth","hack_2017",1,5
"T. Heister","Y. He","hack_2017",1,3
"W. Bangerth","Y. He","hack_2017",1,3
"A. Glerum","A. Saxena","hack_2018",1,2
"A. Glerum","B. Niday","hack_2018",1,1
"A. Glerum","B. Myhill","hack_2018",1,3
"A. Glerum","C. Thieulot","hack_2018",1,5
"A. Glerum","D. Peng","hack_2018",1,1
"A. Glerum","E. G. Puckett","hack_2018",1,4
"A. Glerum","E. Njinju","hack_2018",1,1
"A. Glerum","H. Mark","hack_2018",1,1
"A. Glerum","J. Austermann","hack_2018",1,5
"A. Glerum","J. Naliboff","hack_2018",1,3
"A. Glerum","J. Kay","hack_2018",1,1
"A. Glerum","J. Schools","hack_2018",1,2
"A. Glerum","J. Dannberg","hack_2018",1,5
"A. Glerum","L. Hwang","hack_2018",1,4
"A. Glerum","L. Jeanniot","hack_2018",1,1
"A. Glerum","M. Thomas","hack_2018",1,1
"A. Glerum","M. Fraters","hack_2018",1,5
"A. Glerum","P. Bremner","hack_2018",1,2
"A. Glerum","R. Gassmöller","hack_2018",1,5
"A. Glerum","S. Coulson","hack_2018",1,1
"A. Glerum","T. Heister","hack_2018",1,5
"A. Glerum","W. Wang","hack_2018",1,1
"A. Glerum","W. Bangerth","hack_2018",1,5
"A. Saxena","B. Niday","hack_2018",1,1
"A. Saxena","B. Myhill","hack_2018",1,2
"A. Saxena","C. Thieulot","hack_2018",1,2
"A. Saxena","D. Peng","hack_2018",1,1
"A. Saxena","E. G. Puckett","hack_2018",1,2
"A. Saxena","E. Njinju","hack_2018",1,1
"A. Saxena","H. Mark","hack_2018",1,1
"A. Saxena","J. Austermann","hack_2018",1,2
"A. Saxena","J. Naliboff","hack_2018",1,2
"A. Saxena","J. Kay","hack_2018",1,1
"A. Saxena","J. Schools","hack_2018",1,2
"A. Saxena","J. Dannberg","hack_2018",1,2
"A. Saxena","L. Hwang","hack_2018",1,2
"A. Saxena","L. Jeanniot","hack_2018",1,1
"A. Saxena","M. Thomas","hack_2018",1,1
"A. Saxena","M. Fraters","hack_2018",1,2
"A. Saxena","P. Bremner","hack_2018",1,2
"A. Saxena","R. Gassmöller","hack_2018",1,2
"A. Saxena","S. Coulson","hack_2018",1,1
"A. Saxena","T. Heister","hack_2018",1,2
"A. Saxena","W. Wang","hack_2018",1,1
"A. Saxena","W. Bangerth","hack_2018",1,2
"B. Niday","B. Myhill","hack_2018",1,1
"B. Niday","C. Thieulot","hack_2018",1,1
"B. Niday","D. Peng","hack_2018",1,1
"B. Niday","E. G. Puckett","hack_2018",1,1
"B. Niday","E. Njinju","hack_2018",1,1
"B. Niday","H. Mark","hack_2018",1,1
"B. Niday","J. Austermann","hack_2018",1,1
"B. Niday","J. Naliboff","hack_2018",1,1
"B. Niday","J. Kay","hack_2018",1,1
"B. Niday","J. Schools","hack_2018",1,1
"B. Niday","J. Dannberg","hack_2018",1,1
"B. Niday","L. Hwang","hack_2018",1,1
"B. Niday","L. Jeanniot","hack_2018",1,1
"B. Niday","M. Thomas","hack_2018",1,1
"B. Niday","M. Fraters","hack_2018",1,1
"B. Niday","P. Bremner","hack_2018",1,1
"B. Niday","R. Gassmöller","hack_2018",1,1
"B. Niday","S. Coulson","hack_2018",1,1
"B. Niday","T. Heister","hack_2018",1,1
"B. Niday","W. Wang","hack_2018",1,1
"B. Niday","W. Bangerth","hack_2018",1,1
"B. Myhill","C. Thieulot","hack_2018",1,3
"B. Myhill","D. Peng","hack_2018",1,1
"B. Myhill","E. G. Puckett","hack_2018",1,3
"B. Myhill","E. Njinju","hack_2018",1,1
"B. Myhill","H. Mark","hack_2018",1,1
"B. Myhill","J. Austermann","hack_2018",1,3
"B. Myhill","J. Naliboff","hack_2018",1,2
"B. Myhill","J. Kay","hack_2018",1,1
"B. Myhill","J. Schools","hack_2018",1,2
"B. Myhill","J. Dannberg","hack_2018",1,3
"B. Myhill","L. Hwang","hack_2018",1,3
"B. Myhill","L. Jeanniot","hack_2018",1,1
"B. Myhill","M. Thomas","hack_2018",1,1
"B. Myhill","M. Fraters","hack_2018",1,3
"B. Myhill","P. Bremner","hack_2018",1,2
"B. Myhill","R. Gassmöller","hack_2018",1,3
"B. Myhill","S. Coulson","hack_2018",1,1
"B. Myhill","T. Heister","hack_2018",1,3
"B. Myhill","W. Wang","hack_2018",1,1
"B. Myhill","W. Bangerth","hack_2018",1,3
"C. Thieulot","D. Peng","hack_2018",1,1
"C. Thieulot","E. G. Puckett","hack_2018",1,4
"C. Thieulot","E. Njinju","hack_2018",1,1
"C. Thieulot","H. Mark","hack_2018",1,1
"C. Thieulot","J. Austermann","hack_2018",1,5
"C. Thieulot","J. Naliboff","hack_2018",1,3
"C. Thieulot","J. Kay","hack_2018",1,1
"C. Thieulot","J. Schools","hack_2018",1,2
"C. Thieulot","J. Dannberg","hack_2018",1,5
"C. Thieulot","L. Hwang","hack_2018",1,4
"C. Thieulot","L. Jeanniot","hack_2018",1,1
"C. Thieulot","M. Thomas","hack_2018",1,1
"C. Thieulot","M. Fraters","hack_2018",1,5
"C. Thieulot","P. Bremner","hack_2018",1,2
"C. Thieulot","R. Gassmöller","hack_2018",1,5
"C. Thieulot","S. Coulson","hack_2018",1,1
"C. Thieulot","T. Heister","hack_2018",1,5
"C. Thieulot","W. Wang","hack_2018",1,1
"C. Thieulot","W. Bangerth","hack_2018",1,5
"D. Peng","E. G. Puckett","hack_2018",1,1
"D. Peng","E. Njinju","hack_2018",1,1
"D. Peng","H. Mark","hack_2018",1,1
"D. Peng","J. Austermann","hack_2018",1,1
"D. Peng","J. Naliboff","hack_2018",1,1
"D. Peng","J. Kay","hack_2018",1,1
"D. Peng","J. Schools","hack_2018",1,1
"D. Peng","J. Dannberg","hack_2018",1,1
"D. Peng","L. Hwang","hack_2018",1,1
"D. Peng","L. Jeanniot","hack_2018",1,1
"D. Peng","M. Thomas","hack_2018",1,1
"D. Peng","M. Fraters","hack_2018",1,1
"D. Peng","P. Bremner","hack_2018",1,1
"D. Peng","R. Gassmöller","hack_2018",1,1
"D. Peng","S. Coulson","hack_2018",1,1
"D. Peng","T. Heister","hack_2018",1,1
"D. Peng","W. Wang","hack_2018",1,1
"D. Peng","W. Bangerth","hack_2018",1,1
"E. G. Puckett","E. Njinju","hack_2018",1,1
"E. G. Puckett","H. Mark","hack_2018",1,1
"E. G. Puckett","J. Austermann","hack_2018",1,4
"E. G. Puckett","J. Naliboff","hack_2018",1,3
"E. G. Puckett","J. Kay","hack_2018",1,1
"E. G. Puckett","J. Schools","hack_2018",1,2
"E. G. Puckett","J. Dannberg","hack_2018",1,4
"E. G. Puckett","L. Hwang","hack_2018",1,4
"E. G. Puckett","L. Jeanniot","hack_2018",1,1
"E. G. Puckett","M. Thomas","hack_2018",1,1
"E. G. Puckett","M. Fraters","hack_2018",1,4
"E. G. Puckett","P. Bremner","hack_2018",1,2
"E. G. Puckett","R. Gassmöller","hack_2018",1,4
"E. G. Puckett","S. Coulson","hack_2018",1,1
"E. G. Puckett","T. Heister","hack_2018",1,4
"E. G. Puckett","W. Wang","hack_2018",1,1
"E. G. Puckett","W. Bangerth","hack_2018",1,4
"E. Njinju","H. Mark","hack_2018",1,1
"E. Njinju","J. Austermann","hack_2018",1,1
"E. Njinju","J. Naliboff","hack_2018",1,1
"E. Njinju","J. Kay","hack_2018",1,1
"E. Njinju","J. Schools","hack_2018",1,1
"E. Njinju","J. Dannberg","hack_2018",1,1
"E. Njinju","L. Hwang","hack_2018",1,1
"E. Njinju","L. Jeanniot","hack_2018",1,1
"E. Njinju","M. Thomas","hack_2018",1,1
"E. Njinju","M. Fraters","hack_2018",1,1
"E. Njinju","P. Bremner","hack_2018",1,1
"E. Njinju","R. Gassmöller","hack_2018",1,1
"E. Njinju","S. Coulson","hack_2018",1,1
"E. Njinju","T. Heister","hack_2018",1,1
"E. Njinju","W. Wang","hack_2018",1,1
"E. Njinju","W. Bangerth","hack_2018",1,1
"H. Mark","J. Austermann","hack_2018",1,1
"H. Mark","J. Naliboff","hack_2018",1,1
"H. Mark","J. Kay","hack_2018",1,1
"H. Mark","J. Schools","hack_2018",1,1
"H. Mark","J. Dannberg","hack_2018",1,1
"H. Mark","L. Hwang","hack_2018",1,1
"H. Mark","L. Jeanniot","hack_2018",1,1
"H. Mark","M. Thomas","hack_2018",1,1
"H. Mark","M. Fraters","hack_2018",1,1
"H. Mark","P. Bremner","hack_2018",1,1
"H. Mark","R. Gassmöller","hack_2018",1,1
"H. Mark","S. Coulson","hack_2018",1,1
"H. Mark","T. Heister","hack_2018",1,1
"H. Mark","W. Wang","hack_2018",1,1
"H. Mark","W. Bangerth","hack_2018",1,1
"J. Austermann","J. Naliboff","hack_2018",1,3
"J. Austermann","J. Kay","hack_2018",1,1
"J. Austermann","J. Schools","hack_2018",1,2
"J. Austermann","J. Dannberg","hack_2018",1,5
"J. Austermann","L. Hwang","hack_2018",1,4
"J. Austermann","L. Jeanniot","hack_2018",1,1
"J. Austermann","M. Thomas","hack_2018",1,1
"J. Austermann","M. Fraters","hack_2018",1,5
"J. Austermann","P. Bremner","hack_2018",1,2
"J. Austermann","R. Gassmöller","hack_2018",1,5
"J. Austermann","S. Coulson","hack_2018",1,1
"J. Austermann","T. Heister","hack_2018",1,5
"J. Austermann","W. Wang","hack_2018",1,1
"J. Austermann","W. Bangerth","hack_2018",1,5
"J. Naliboff","J. Kay","hack_2018",1,1
"J. Naliboff","J. Schools","hack_2018",1,2
"J. Naliboff","J. Dannberg","hack_2018",1,3
"J. Naliboff","L. Hwang","hack_2018",1,3
"J. Naliboff","L. Jeanniot","hack_2018",1,1
"J. Naliboff","M. Thomas","hack_2018",1,1
"J. Naliboff","M. Fraters","hack_2018",1,3
"J. Naliboff","P. Bremner","hack_2018",1,2
"J. Naliboff","R. Gassmöller","hack_2018",1,3
"J. Naliboff","S. Coulson","hack_2018",1,1
"J. Naliboff","T. Heister","hack_2018",1,3
"J. Naliboff","W. Wang","hack_2018",1,1
"J. Naliboff","W. Bangerth","hack_2018",1,3
"J. Kay","J. Schools","hack_2018",1,1
"J. Kay","J. Dannberg","hack_2018",1,1
"J. Kay","L. Hwang","hack_2018",1,1
"J. Kay","L. Jeanniot","hack_2018",1,1
"J. Kay","M. Thomas","hack_2018",1,1
"J. Kay","M. Fraters","hack_2018",1,1
"J. Kay","P. Bremner","hack_2018",1,1
"J. Kay","R. Gassmöller","hack_2018",1,1
"J. Kay","S. Coulson","hack_2018",1,1
"J. Kay","T. Heister","hack_2018",1,1
"J. Kay","W. Wang","hack_2018",1,1
"J. Kay","W. Bangerth","hack_2018",1,1
"J. Schools","J. Dannberg","hack_2018",1,2
"J. Schools","L. Hwang","hack_2018",1,2
"J. Schools","L. Jeanniot","hack_2018",1,1
"J. Schools","M. Thomas","hack_2018",1,1
"J. Schools","M. Fraters","hack_2018",1,2
"J. Schools","P. Bremner","hack_2018",1,2
"J. Schools","R. Gassmöller","hack_2018",1,2
"J. Schools","S. Coulson","hack_2018",1,1
"J. Schools","T. Heister","hack_2018",1,2
"J. Schools","W. Wang","hack_2018",1,1
"J. Schools","W. Bangerth","hack_2018",1,2
"J. Dannberg","L. Hwang","hack_2018",1,4
"J. Dannberg","L. Jeanniot","hack_2018",1,1
"J. Dannberg","M. Thomas","hack_2018",1,1
"J. Dannberg","M. Fraters","hack_2018",1,5
"J. Dannberg","P. Bremner","hack_2018",1,2
"J. Dannberg","R. Gassmöller","hack_2018",1,5
"J. Dannberg","S. Coulson","hack_2018",1,1
"J. Dannberg","T. Heister","hack_2018",1,5
"J. Dannberg","W. Wang","hack_2018",1,1
"J. Dannberg","W. Bangerth","hack_2018",1,5
"L. Hwang","L. Jeanniot","hack_2018",1,1
"L. Hwang","M. Thomas","hack_2018",1,1
"L. Hwang","M. Fraters","hack_2018",1,4
"L. Hwang","P. Bremner","hack_2018",1,2
"L. Hwang","R. Gassmöller","hack_2018",1,4
"L. Hwang","S. Coulson","hack_2018",1,1
"L. Hwang","T. Heister","hack_2018",1,4
"L. Hwang","W. Wang","hack_2018",1,1
"L. Hwang","W. Bangerth","hack_2018",1,4
"L. Jeanniot","M. Thomas","hack_2018",1,1
"L. Jeanniot","M. Fraters","hack_2018",1,1
"L. Jeanniot","P. Bremner","hack_2018",1,1
"L. Jeanniot","R. Gassmöller","hack_2018",1,1
"L. Jeanniot","S. Coulson","hack_2018",1,1
"L. Jeanniot","T. Heister","hack_2018",1,1
"L. Jeanniot","W. Wang","hack_2018",1,1
"L. Jeanniot","W. Bangerth","hack_2018",1,1
"M. Thomas","M. Fraters","hack_2018",1,1
"M. Thomas","P. Bremner","hack_2018",1,1
"M. Thomas","R. Gassmöller","hack_2018",1,1
"M. Thomas","S. Coulson","hack_2018",1,1
"M. Thomas","T. Heister","hack_2018",1,1
"M. Thomas","W. Wang","hack_2018",1,1
"M. Thomas","W. Bangerth","hack_2018",1,1
"M. Fraters","P. Bremner","hack_2018",1,2
"M. Fraters","R. Gassmöller","hack_2018",1,5
"M. Fraters","S. Coulson","hack_2018",1,1
"M. Fraters","T. Heister","hack_2018",1,5
"M. Fraters","W. Wang","hack_2018",1,1
"M. Fraters","W. Bangerth","hack_2018",1,5
"P. Bremner","R. Gassmöller","hack_2018",1,2
"P. Bremner","S. Coulson","hack_2018",1,1
"P. Bremner","T. Heister","hack_2018",1,2
"P. Bremner","W. Wang","hack_2018",1,1
"P. Bremner","W. Bangerth","hack_2018",1,2
"R. Gassmöller","S. Coulson","hack_2018",1,1
"R. Gassmöller","T. Heister","hack_2018",1,5
"R. Gassmöller","W. Wang","hack_2018",1,1
"R. Gassmöller","W. Bangerth","hack_2018",1,5
"S. Coulson","T. Heister","hack_2018",1,1
"S. Coulson","W. Wang","hack_2018",1,1
"S. Coulson","W. Bangerth","hack_2018",1,1
"T. Heister","W. Wang","hack_2018",1,1
"T. Heister","W. Bangerth","hack_2018",1,5
"W. Wang","W. Bangerth","hack_2018",1,1
